BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
SOUTH BOSTON YACHT CLUB,,1849 Columbia,South Boston,MA,02127,Active,FS,Eating & Drinking,12/07/2006 01:35:09 PM,+16172686132,156662,"(42.332126, -71.027028)"
South End Buttery(314 Shawmut Ave.),,314 Shawmut,Roxbury,MA,02118,Active,FS,Eating & Drinking,12/17/2007 10:45:08 AM,+16174821015,126189,"(42.34209, -71.07029)"
South End Formaggio,,268 SHAWMUT ,BOSTON,MA,02118,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:11 PM,+16173506996,,"(42.3594, -71.0587)"
SOUTH END HOUSE OF PIZZA,,768 TREMONT,BOSTON,MA,02118,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:37 PM,+16172166302,,"(42.3594, -71.0587)"
South End Pita,,471 Albany,Roxbury,MA,02118,Active,FS,Eating & Drinking,04/16/2009 08:30:53 AM,+16175562600,1541,"(42.33974, -71.065)"
South Ocean Chinese Restaurant,,720 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,02/19/2014 09:58:04 AM,+16172682998,157238,"(42.335786, -71.036369)"
SOUTH OCEAN RESTAURANT,,720 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:17 PM,+16172682998,157238,"(42.335786, -71.036369)"
South St. Diner,,178 Kneeland,Boston,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:34:52 PM,+16173500028,157323,"(42.349893, -71.057819)"
SOUTHERN BAPTIST CHURCH,,29 Winthrop,Roxbury,MA,02119,Active,FS,Eating & Drinking,12/07/2006 01:36:21 PM,+18578912991,158308,"(42.326081, -71.081638)"
Sovereign Bank Coffee Bar,,2 William T Morrissey,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,10/12/2012 08:18:55 AM,+16175331695,149910,"(42.31943, -71.04927)"
Sovereign Bank Executive Dining Room,,75 State,Boston,MA,02109,Active,FS,Eating & Drinking,07/26/2012 08:25:21 AM,+16177573431,130428,"(42.35863, -71.05534)"
Spagnoulos,,240 Hanover,Boston,MA,02113,Active,FS,Eating & Drinking,12/07/2006 01:34:02 PM,+16177233904,69066,"(42.36338, -71.05517)"
SPANGLER STUDENT CENTER,,1 SOLDIERS FIELD,BOSTON,MA,02163,Active,FS,Eating & Drinking,12/07/2006 01:35:22 PM,+10000000000,,"(42.3594, -71.0587)"
Spaulding Rehabilitation Hospital,,300 First,Charlestown,MA,02129,Active,FS,Eating & Drinking,09/27/2011 01:30:44 PM,+16175732254,,"(42.3594, -71.0587)"
SPEEDY CHEN'S CHINESE RESTAURANT,,289 Main,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,07/12/2010 10:36:30 AM,+16172423050,88510,"(42.377727, -71.067013)"
SPIKE'S JUNKYARD DOGS,,1076 Boylston,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:36 PM,+17814618605,158326,"(42.346932, -71.08797)"
SPIKE'S JUNKYARD DOGS,,108 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:39 PM,+16170000000,157936,"(42.352564, -71.130371)"
Spirit of Boston,,200 SEAPORT,BOSTON,MA,02210,Active,FS,Eating & Drinking,12/07/2006 01:34:06 PM,+17576272900,,"(42.3594, -71.0587)"
Spoon Cafe,,578 Huntington,Mission Hill,MA,02120,Active,FS,Eating & Drinking,08/20/2012 08:35:53 AM,+16179894242,341459,"(42.3594, -71.0587)"
Sportello,,348 Congress,Boston,MA,02210,Active,FS,Eating & Drinking,08/31/2012 01:48:58 PM,+16177371234,42106,"(42.35071, -71.04854)"
SPORTS CONNECTION BAR & GRILL,,560 Dorchester,South Boston,MA,02127,Active,FS,Eating & Drinking,12/07/2006 01:35:11 PM,+16172684119,156668,"(42.330488, -71.05673)"
SPORTS GRILLE BOSTON,,132 Canal,Boston,MA,02114,Active,FS,Eating & Drinking,12/07/2006 01:35:26 PM,+17817045005,157468,"(42.36464, -71.060628)"
Spring House,,44 Allandale,Roslindale,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:34:49 PM,+16175220043,157427,"(42.300125, -71.130588)"
SPRING ST. CAFE,,314 Spring,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:51 PM,+16173276066,157799,"(42.271712, -71.17211)"
Sprinkle's Ice Cream,,100-199 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,04/27/2007 12:55:55 PM,+16173673322,,"(42.3594, -71.0587)"
SPUKIES PIZZA RESTAURANT,,1159 Washington,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:55 PM,+10004720398,145943,"(42.272239, -71.068856)"
SQUEALING PIG,,134 Smith,Roxbury,MA,02120,Active,FS,Eating & Drinking,12/07/2006 01:35:00 PM,+16175666651,128190,"(42.33471, -71.10204)"
Squeeze Cafe & Juice Bar,,225 Franklin,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,03/09/2012 01:45:36 PM,+16173577410,158047,"(42.356135, -71.054068)"
Squeeze Juice Bar,,131 Dartmouth,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,01/31/2014 08:38:59 AM,+18572771266,46311,"(42.34682, -71.07543)"
St Botolph Club Inc,,199 COMMONWEALTH ,BOSTON,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175367570,,"(42.3594, -71.0587)"
St. Elizabeth's Medical Center,,736 Cambridge,Brighton,MA,02135,Active,FS,Eating & Drinking,11/24/2010 09:43:31 AM,+16177893000,156980,"(42.349573, -71.147979)"
St. Mary's Women And Children's Ctr.,,90 Cushing,Dorchester,MA,02125,Active,FS,Eating & Drinking,10/12/2012 03:07:24 PM,+10000000000,45189,"(42.31382, -71.06317)"
STADIUM,,232 OLD COLONY ,SOUTH BOSTON,MA,02127,Active,FS,Eating & Drinking,12/07/2006 01:35:56 PM,+16172272564,,"(42.3594, -71.0587)"
Stadium Sports Bar & Grille,,148 State,Boston,MA,02109,Active,FS,Eating & Drinking,02/11/2013 02:10:24 PM,+18572638262,130373,"(42.359387, -71.054174)"
STALEX RESTAURANT,,140 Norfolk,Dorchester,MA,02124,Active,FS,Eating & Drinking,12/07/2006 01:35:57 PM,+15085871565,103177,"(42.28779, -71.07781)"
STANDISH VILLAGE,,1190 Adams,Dorchester,MA,02124,Active,FS,Eating & Drinking,12/07/2006 01:34:38 PM,+10002985656,469,"(42.27193, -71.06612)"
Star Market #7588,,1065 COMMONWEALTH ,ALLSTON,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/08/2008 01:32:27 PM,+12083954913,,"(42.3594, -71.0587)"
Star Markets#7576/538,,33 Kilmarnock,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,12/08/2008 11:21:54 AM,+12083954913,157991,"(42.343682, -71.100161)"
Starbucks,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:15 PM,+16174386184,,"(42.3594, -71.0587)"
Starbucks,,601 Congress,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:20 PM,+14012410323,42119,"(42.347435, -71.039879)"
Starbucks,,700 COMMONWEALTH ,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,03/13/2008 01:14:02 PM,+16173532947,,"(42.3594, -71.0587)"
STARBUCKS COFFEE,,1 Federal,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 02:19:47 PM,+10000000000,57149,"(42.3561, -71.05695)"
Starbucks Coffee,,140 Brookline,Boston,MA,02135,Active,FT,Eating & Drinking w/ Take Out,02/12/2007 09:01:30 AM,+16178676545,340900,"(42.344895, -71.100697)"
Starbucks Coffee,,1660 Soldiers Field,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,07/09/2007 03:20:29 PM,+10000000000,128308,"(42.35874, -71.15367)"
Starbucks Coffee,,1948 Beacon,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,06/23/2011 09:23:03 AM,+10000000000,183716,"(42.33631, -71.15017)"
Starbucks Coffee,,273 Huntington,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:58 PM,+10000000000,157756,"(42.342124, -71.086311)"
Starbucks Coffee,,440 William F McClellan,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,07/10/2007 10:46:35 AM,+10000000000,149840,"(42.393484, -71.012976)"
Starbucks Coffee # 10599,,125 Summer,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,04/25/2007 01:20:14 PM,+12063185936,131981,"(42.353033, -71.057556)"
STARBUCKS COFFEE # 7201,,211 Congress,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 09:49:29 AM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7224,,364 Brookline,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 10:01:18 AM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7234,,147 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 10:12:32 AM,+10000000000,91973,"(42.34669, -71.0877)"
Starbucks Coffee # 7531,,12 Winter,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 10:50:07 AM,+10000000000,150866,"(42.35557, -71.06107)"
Starbucks Coffee # 7535,,23 School,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 11:03:41 AM,+10000000000,123777,"(42.3577, -71.05896)"
Starbucks Coffee # 7544,,755 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 11:22:14 AM,+10000000000,18389,"(42.34938, -71.0811)"
Starbucks Coffee # 7564,,60 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 03:23:40 PM,+10000000000,18358,"(42.35199, -71.06439)"
Starbucks Coffee # 7652,,10 Huntington,BOSTON,MA,02116,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 01:20:15 PM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7804,,283 Longwood,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 01:31:08 PM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 7805,,90 Oliver,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 01:42:03 PM,+10000000000,156963,"(42.35635, -71.051804)"
STARBUCKS COFFEE # 7823,,470 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 01:42:06 PM,+10000000000,143582,"(42.3487, -71.15954)"
Starbucks Coffee # 801,,1 CHARLES ST,BOSTON,MA,02108,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 09:30:41 AM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 807,,143 Stuart,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 02:08:23 PM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 822,,435 STUART ST,BOSTON,MA,02116,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 02:21:05 PM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee # 830,,443 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 02:32:28 PM,+17237810000,18328,"(42.351561, -71.073022)"
STARBUCKS COFFEE # 862,,1 FANEUIL HALL MKT PL,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 02:30:09 PM,+10000000000,,"(42.3594, -71.0587)"
STARBUCKS COFFEE # 864,,97 Charles,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 02:07:17 PM,+10000000000,29220,"(42.35889, -71.07056)"
Starbucks Coffee # 869,,101 Federal,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,05/22/2007 02:50:56 PM,+10000000000,57151,"(42.35492, -71.05659)"
STARBUCKS COFFEE # 870,,165 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 02:41:49 PM,+10000000000,101371,"(42.35082, -71.07887)"
Starbucks Coffee # 883,,63 Court,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 02:53:06 PM,+10000000000,43810,"(42.359381, -71.059193)"
Starbucks Coffee #7550,,2 ATLANTIC ,BOSTON,MA,02110,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:16 PM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee #9463,,84 State,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:26 PM,+12063185936,156331,"(42.359133, -71.055738)"
Starbucks Coffee (Rowes Whart),,30 Rowes Wharf,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,09/07/2012 09:27:10 AM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Coffee (South Station),,640 Atlantic,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,10/25/2013 10:55:34 AM,+10000000000,156474,"(42.350021, -71.055941)"
Starbucks Coffee Co.,,1 Waverly,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:54 PM,+10000000000,155875,"(42.352467, -71.056269)"
STARBUCKS COFFEE CO.,,222 Cambridge,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 01:54:30 PM,+10000000000,155907,"(42.360985, -71.066481)"
Starbucks Coffee Co. #7808,,1804 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,03/31/2007 09:10:39 AM,+10000000000,27724,"(42.287192, -71.152571)"
Starbucks Coffee Co. #872,,350 Newbury,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,03/31/2007 09:18:05 AM,+10000000000,101571,"(42.34811, -71.08715)"
Starbucks Coffee Co. #875,,228 Washington,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,03/31/2007 09:14:47 AM,+10000000000,144485,"(42.358088, -71.057656)"
Starbucks Coffee Company,,11 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,01/12/2012 03:10:26 PM,+10000000000,21378,"(42.34248, -71.05686)"
STARBUCKS COFFEE INC.,,627 Tremont,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,04/13/2007 03:09:55 PM,+10000000000,137819,"(42.34261, -71.07464)"
STARBUCKS COFFEE KIOSK,,296 State,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:48 PM,+10002270800,130424,"(42.36012, -71.05091)"
Starbucks Coffee(E-FC),,500 LOGAN AIRPORT TRMNL E,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,03/10/2007 12:25:02 PM,+16174386338,,"(42.3594, -71.0587)"
Starbucks Coffee(GateB1-3),,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,03/10/2007 12:13:33 PM,+16174386338,,"(42.3594, -71.0587)"
Starbucks Coffee(GateB7),,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,03/10/2007 12:23:09 PM,+16174386338,,"(42.3594, -71.0587)"
Starbucks Coffee(GatesC11-21 PierB Trmnl C),,300 Terminal,East Boston/,MA,02128,Active,FT,Eating & Drinking w/ Take Out,02/16/2012 09:36:40 AM,+16176346097,341352,"(42.3594, -71.0587)"
Starbucks Coffee/Transportation Bldg.,,1 Charles Street South,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,04/24/2013 12:49:15 PM,+10000000000,,"(42.3594, -71.0587)"
Starbucks Store 17551,,524 COMMONWEALTH,Fenway,MA,02215,Active,FT,Eating & Drinking w/ Take Out,05/04/2012 01:38:40 PM,+10000000000,0,"(42.3594, -71.0587)"
STASH'S PIZZA,,612 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:03 PM,+16178211543,157613,"(42.303207, -71.084901)"
STASH'S ROSLINDALE,,330 Belgrade,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,05/23/2014 01:06:31 PM,+16173271300,157181,"(42.285901, -71.14511)"
State Room,,60 State,Boston,MA,02109,Active,FS,Eating & Drinking,06/07/2007 10:22:44 AM,+16177236868,130427,"(42.35927, -71.05643)"
STATE ST/FINANCIAL CENTER(CAFETERIA),,1 Lincoln,Boston,MA,02111,Active,FS,Eating & Drinking,04/13/2007 09:11:00 AM,+10000000000,86009,"(42.352886, -71.058695)"
State Street Express @MBTA State St. Line,,208 Washington,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,03/11/2010 01:01:02 PM,+16178186100,144460,"(42.358721, -71.057477)"
Station 10 Cafe,,1199 TREMONT,BOSTON,MA,02118,Active,FS,Eating & Drinking,12/22/2009 12:18:23 PM,+16173435808,,"(42.3594, -71.0587)"
Station Bar & Bistro,,28 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,06/20/2011 09:33:50 AM,+16172931177,21424,"(42.34273, -71.05652)"
Stats Bar & Grille,,77 Dorchester,South Boston,MA,02127,Active,FS,Eating & Drinking,07/13/2010 09:16:01 AM,+16172689300,49124,"(42.33581, -71.04532)"
STEFANO'S PIZZA,,863 Washington,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,07/17/2012 08:26:38 AM,+16172822691,157388,"(42.281561, -71.0713)"
STELLA,,1525 Washington,Roxbury,MA,02118,Active,FS,Eating & Drinking,12/07/2006 01:36:19 PM,+16172477747,158306,"(42.339878, -71.07261)"
STEPHANIE'S,,200 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,11/08/2013 09:21:39 AM,+10000000000,341353,"(42.3594, -71.0587)"
STEPHANIE'S ON NEWBURY,,190 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:34:38 PM,+16172360990,155892,"(42.350167, -71.079588)"
Stephis in Southie,,11 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,02/07/2013 01:05:22 PM,+10000000000,21378,"(42.34248, -71.05686)"
Stephi's On Tremont,,571 Tremont,Boston,MA,02118,Active,FS,Eating & Drinking,10/20/2008 08:36:36 AM,+16172360990,,"(42.3594, -71.0587)"
Sterlings,,60 State,Boston,MA,02109,Active,FS,Eating & Drinking,11/26/2012 10:32:21 AM,+16174517400,130427,"(42.35927, -71.05643)"
Steve's Greek Cuisine Inc.,,200 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,03/20/2007 01:00:06 PM,+10000000000,,"(42.3594, -71.0587)"
STEVE'S KITCHEN,,116 HARVARD ,ALLSTON,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:04 PM,+16172549457,,"(42.3594, -71.0587)"
STEVE'S RESTAURANT,,316 Newbury,Boston,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:34:07 PM,+16172671817,,"(42.3594, -71.0587)"
Sticky Rice Cafe,,1894 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,01/31/2011 08:50:57 AM,+16177825782,155922,"(42.285385, -71.155841)"
Stockyard,,135 Market,Brighton,MA,02134,Active,FS,Eating & Drinking,01/30/2013 08:55:08 AM,+16177824700,90173,"(42.35778, -71.14858)"
Stoddard's Fine Food & Ale,,48 Temple,Boston,MA,02111,Active,FS,Eating & Drinking,05/02/2008 01:01:11 PM,+16175742894,134069,"(42.355214, -71.061622)"
Stone Hearth Pizza Co.,,182 Western,Allston,MA,02134,Active,FS,Eating & Drinking,01/19/2011 10:11:02 AM,+10000000000,148164,"(42.362961, -71.129376)"
Stop & Shop Supermarket #075,,301 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,12/08/2008 10:01:59 AM,+10000000000,155939,"(42.324073, -71.10315)"
Stop & Shop Supermarkt Co.,,1616 TREMONT,BOSTON,MA,02119,Active,FT,Eating & Drinking w/ Take Out,12/08/2008 10:13:19 AM,+10000000000,,"(42.3594, -71.0587)"
Stop & Shop/Dunkin Donuts,,535 Freeport,DORCHESTER,MA,02122,Active,FT,Eating & Drinking w/ Take Out,11/15/2007 08:50:10 AM,+16172652766,,"(42.3594, -71.0587)"
Stop & Taste,,235 Dudley,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,02/22/2010 09:15:07 AM,+16178394560,49652,"(42.328378, -71.079848)"
Storyville,,47 Huntington,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:35:40 PM,+16173880033,158345,"(42.348407, -71.078649)"
STREGA,,379 Hanover,Boston,MA,02113,Active,FS,Eating & Drinking,12/07/2006 01:36:19 PM,+16179131018,157826,"(42.364967, -71.053051)"
Strega Waterfront,,1 MARINA PARK DRIVE,SOUTH BOSTON,MA,,Active,FS,Eating & Drinking,05/20/2010 10:52:31 AM,+10000000000,,"(42.3594, -71.0587)"
Style Cafe,,197 EIGHTH,Charlestown/,MA,02129,Active,FS,Eating & Drinking,11/30/2012 11:07:04 AM,+16172417300,0,"(42.3594, -71.0587)"
Subway,,100 City Hall,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,02/07/2014 09:27:19 AM,+18572335787,158266,"(42.359529, -71.05875)"
Subway,,121 High,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,07/09/2009 10:42:18 AM,+18578882137,156284,"(42.355037, -71.05402)"
Subway,,1281 Hyde Park,Hyde Park,MA,02136,Active,FS,Eating & Drinking,05/24/2011 09:03:02 AM,+16173617373,156201,"(42.255266, -71.1245)"
Subway,,13 William C Kelly,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,08/14/2013 01:11:28 PM,+16175610061,151119,"(42.374597, -71.038799)"
Subway,,1315 Boylston,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,07/19/2013 09:47:18 AM,+16177224067,18085,"(42.34459, -71.09888)"
Subway,,144 Tremont,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,03/10/2011 09:34:31 AM,+15088015119,136830,"(42.355314, -71.062825)"
Subway,,153 Milk,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,10/11/2012 02:51:16 PM,+17818492995,275464,"(42.35772, -71.05414)"
Subway,,1576 Dorchester,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:21 PM,+17815727104,156882,"(42.297107, -71.060479)"
Subway,,1578 Tremont,ROXBURY,MA,02120,Active,FT,Eating & Drinking w/ Take Out,04/01/2007 08:41:44 AM,+10000000000,,"(42.3594, -71.0587)"
Subway,,162 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,03/31/2007 08:53:23 AM,+16172835353,,"(42.3594, -71.0587)"
Subway,,230 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:34:47 PM,+16177824862,137461,"(42.35129, -71.0646)"
Subway,,260 Western,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/03/2013 11:24:11 AM,+16177835700,148173,"(42.36312, -71.1333)"
Subway,,262 Washington,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,01/08/2013 10:25:51 AM,+17742199192,330779,"(42.35774, -71.05784)"
Subway,,340 Longwood,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:48 PM,+16172649299,156613,"(42.338284, -71.106989)"
Subway,,393 MASSACHUSETTS ,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,05/06/2009 10:36:33 AM,+16174377180,,"(42.3594, -71.0587)"
Subway,,401 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,09/27/2010 09:37:01 AM,+19789140864,143535,"(42.349403, -71.155309)"
Subway,,41 Worcester,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,06/13/2013 02:12:04 PM,+15088015119,152332,"(42.33587, -71.0742)"
Subway,,4238 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,07/30/2011 01:53:52 PM,+14016516996,171262,"(42.28585, -71.128341)"
Subway,,560 Washington,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,01/31/2013 01:53:01 PM,+16178252212,156004,"(42.292072, -71.071521)"
Subway,,805 Harrison,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,06/04/2014 08:23:08 AM,+10000000000,156366,"(42.335905, -71.07415)"
Subway,,900 Huntington,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,03/17/2011 10:22:22 AM,+10000000000,166449,"(42.33193, -71.111789)"
Subway,,944 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,01/24/2014 12:31:10 PM,+16172017560,155885,"(42.386166, -71.00953)"
Subway,,981 Tremont,Mission Hill,MA,02120,Active,FS,Eating & Drinking,05/24/2011 09:11:13 AM,+16173617373,138062,"(42.33733, -71.08439)"
Subway,Aramark,700 Commonwealth,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,07/24/2008 11:35:21 AM,+16173582236,41232,"(42.34936, -71.10402)"
Subway & Auntie Anne's,,1120 boylston,BOSTON,MA,,Active,FT,Eating & Drinking w/ Take Out,11/04/2009 08:42:08 AM,+16177847320,,"(42.3594, -71.0587)"
Subway (11 W. Broadway),,11 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,04/12/2013 08:56:10 AM,+10000000000,21378,"(42.34248, -71.05686)"
Subway (138 Cambridge St.),,138 Cambridge,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,04/10/2013 08:06:10 AM,+16177224067,157200,"(42.361003, -71.063928)"
Subway (1438 Commonwealth Ave.),,1430 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,08/03/2012 09:03:59 AM,+10000000000,172809,"(42.348186, -71.13989)"
Subway (1868 Centre St.),,1868 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,11/25/2011 09:34:24 AM,+10000000000,27744,"(42.28588, -71.15506)"
Subway (315 Centre St.),,315 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,11/14/2012 10:05:25 AM,+10000000000,27970,"(42.323016, -71.103877)"
Subway (334 Mass. Ave.),,334 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,10/19/2012 12:36:39 PM,+17815709061,156790,"(42.34261, -71.084169)"
Subway (76 Summer St.),,76 Summer,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,08/03/2012 08:57:15 AM,+10000000000,315711,"(42.35405, -71.05822)"
Suffolk Downs-Legends Turf Club,,111 WALDEMAR ,EAST BOSTON,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:34:28 PM,+10000000000,,"(42.3594, -71.0587)"
SUFFOLK DOWNS-PADDUCK,,111 WALDEMAR ,EAST BOSTON,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:34:23 PM,+10000000000,,"(42.3594, -71.0587)"
SUFFOLK DOWNS-STANDS,,111 WALDEMAR ,EAST BOSTON,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:34:23 PM,+10000000000,,"(42.3594, -71.0587)"
SUFFOLK DOWNS-TERRACE,,111 WALDEMAR ,EAST BOSTON,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:34:23 PM,+10000000000,,"(42.3594, -71.0587)"
